iteration,cost,wirecount,intersectioncount,time_per_iteration,cumulative_time
0,4235,1535,9,103.83025646209717,103.83025646209717
iteration,cost,wirecount,intersectioncount,time_per_iteration,cumulative_time
0,4235,1535,9,103.83025646209717,103.83025646209717
1,4234,1534,9,0.007997274398803711,103.83825373649597
2,4234,1534,9,0.007997512817382812,103.84625124931335
3,4234,1534,9,0.00799703598022461,103.85424828529358
4,4234,1534,9,0.007998466491699219,103.86224675178528
5,4234,1534,9,0.007996559143066406,103.87024331092834
6,4234,1534,9,0.007997274398803711,103.87824058532715
7,4234,1534,9,0.007997512817382812,103.88623809814453
8,4234,1534,9,0.007997512817382812,103.89423561096191
9,4234,1534,9,0.007997274398803711,103.90223288536072
10,4234,1534,9,0.011997222900390625,103.91423010826111
11,4234,1534,9,0.007996559143066406,103.92222666740417
12,4234,1534,9,0.00799703598022461,103.9302237033844
13,4234,1534,9,0.008997201919555664,103.93922090530396
14,4234,1534,9,0.007997274398803711,103.94721817970276
15,4234,1534,9,0.006997585296630859,103.95421576499939
16,4234,1534,9,0.008997440338134766,103.96321320533752
17,4234,1534,9,0.006997585296630859,103.97021079063416
18,4234,1534,9,0.007997274398803711,103.97820806503296
19,4234,1534,9,0.007997512817382812,103.98620557785034
20,4234,1534,9,0.007997512817382812,103.99420309066772
21,4234,1534,9,0.007997274398803711,104.00220036506653
22,4234,1534,9,0.007997512817382812,104.01019787788391
23,4234,1534,9,0.007997512817382812,104.0181953907013
24,4234,1534,9,0.007997512817382812,104.02619290351868
25,4234,1534,9,0.007997274398803711,104.03419017791748
26,4234,1534,9,0.007997512817382812,104.04218769073486
27,4234,1534,9,0.007996797561645508,104.05018448829651
28,4234,1534,9,0.006998300552368164,104.05718278884888
29,4234,1534,9,0.007997512817382812,104.06518030166626
30,4234,1534,9,0.008996963500976562,104.07417726516724
31,4234,1534,9,0.00799703598022461,104.08217430114746
32,4234,1534,9,0.007997512817382812,104.09017181396484
33,4234,1534,9,0.007997274398803711,104.09816908836365
34,4234,1534,9,0.007997512817382812,104.10616660118103
35,4234,1534,9,0.008997201919555664,104.11516380310059
36,4234,1534,9,0.006997823715209961,104.1221616268158
37,4234,1534,9,0.007997274398803711,104.1301589012146
38,4234,1534,9,0.007997274398803711,104.1381561756134
39,4234,1534,9,0.007997274398803711,104.1461534500122
40,4234,1534,9,0.007997274398803711,104.15415072441101
41,4234,1534,9,0.007997512817382812,104.1621482372284
42,4234,1534,9,0.007997751235961914,104.17014598846436
43,4234,1534,9,0.007997274398803711,104.17814326286316
44,4234,1534,9,0.007997274398803711,104.18614053726196
45,4234,1534,9,0.007997512817382812,104.19413805007935
46,4234,1534,9,0.007997274398803711,104.20213532447815
47,4234,1534,9,0.007997512817382812,104.21013283729553
48,4234,1534,9,0.007997512817382812,104.21813035011292
49,4234,1534,9,0.007998228073120117,104.22612857818604
50,4234,1534,9,0.007996559143066406,104.2341251373291
51,4234,1534,9,0.007997512817382812,104.24212265014648
52,4234,1534,9,0.006997346878051758,104.24911999702454
53,4234,1534,9,0.007997751235961914,104.2571177482605
54,4234,1534,9,0.009996652603149414,104.26711440086365
55,4234,1534,9,0.007997512817382812,104.27511191368103
56,4234,1534,9,0.00799703598022461,104.28310894966125
57,4234,1534,9,0.007997751235961914,104.29110670089722
58,4234,1534,9,0.007997512817382812,104.2991042137146
59,4234,1534,9,0.007996797561645508,104.30710101127625
60,4234,1534,9,0.007997512817382812,104.31509852409363
61,4234,1534,9,0.007997751235961914,104.32309627532959
62,4234,1534,9,0.007997274398803711,104.3310935497284
63,4234,1534,9,0.007997274398803711,104.3390908241272
64,4234,1534,9,0.007997512817382812,104.34708833694458
65,4234,1534,9,0.007997274398803711,104.35508561134338
66,4234,1534,9,0.007997274398803711,104.36308288574219
67,4234,1534,9,0.007997751235961914,104.37108063697815
68,4234,1534,9,0.007997512817382812,104.37907814979553
69,4234,1534,9,0.00799703598022461,104.38707518577576
70,4234,1534,9,0.007997512817382812,104.39507269859314
71,4234,1534,9,0.0069980621337890625,104.40207076072693
72,4234,1534,9,0.00799703598022461,104.41006779670715
73,4234,1534,9,0.00899815559387207,104.41906595230103
74,4234,1534,9,0.00899648666381836,104.42806243896484
75,4234,1534,9,0.008996725082397461,104.43705916404724
76,4234,1534,9,0.008997678756713867,104.44605684280396
77,4234,1534,9,0.00799703598022461,104.45405387878418
78,4234,1534,9,0.007997512817382812,104.46205139160156
79,4234,1534,9,0.008996963500976562,104.47104835510254
80,4234,1534,9,0.007997989654541016,104.47904634475708
81,4234,1534,9,0.008996009826660156,104.48804235458374
82,4234,1534,9,0.007998228073120117,104.49604058265686
83,4234,1534,9,0.008996248245239258,104.5050368309021
84,4234,1534,9,0.007997751235961914,104.51303458213806
85,4234,1534,9,0.00799703598022461,104.52103161811829
86,4234,1534,9,0.008998394012451172,104.53003001213074
87,4234,1534,9,0.008996009826660156,104.5390260219574
88,4234,1534,9,0.008997678756713867,104.54802370071411
89,4234,1534,9,0.007997274398803711,104.55602097511292
90,4234,1534,9,0.009996175765991211,104.5660171508789
91,4234,1534,9,0.007997274398803711,104.57401442527771
92,4234,1534,9,0.007997512817382812,104.58201193809509
93,4234,1534,9,0.007997512817382812,104.59000945091248
94,4234,1534,9,0.007997512817382812,104.59800696372986
95,4234,1534,9,0.007997512817382812,104.60600447654724
96,4234,1534,9,0.007997274398803711,104.61400175094604
97,4234,1534,9,0.007997274398803711,104.62199902534485
98,4234,1534,9,0.007997512817382812,104.62999653816223
99,4234,1534,9,0.007997274398803711,104.63799381256104
100,4234,1534,9,0.007997512817382812,104.64599132537842
101,4234,1534,9,0.007997512817382812,104.6539888381958
102,4234,1534,9,0.007997274398803711,104.6619861125946
103,4234,1534,9,0.007997274398803711,104.66998338699341
104,4234,1534,9,0.007997751235961914,104.67798113822937
105,4234,1534,9,0.007996797561645508,104.68597793579102
106,4234,1534,9,0.007997512817382812,104.6939754486084
107,4234,1534,9,0.007997512817382812,104.70197296142578
108,4234,1534,9,0.006997585296630859,104.70897054672241
109,4234,1534,9,0.007997512817382812,104.7169680595398
110,4234,1534,9,0.007997274398803711,104.7249653339386
111,4234,1534,9,0.007997989654541016,104.73296332359314
112,4234,1534,9,0.00799703598022461,104.74096035957336
113,4234,1534,9,0.007997512817382812,104.74895787239075
114,4234,1534,9,0.007997512817382812,104.75695538520813
115,4234,1534,9,0.00799703598022461,104.76495242118835
116,4234,1534,9,0.007997512817382812,104.77294993400574
117,4234,1534,9,0.00799703598022461,104.78094696998596
118,4234,1534,9,0.006997823715209961,104.78794479370117
119,4234,1534,9,0.008997440338134766,104.7969422340393
120,4234,1534,9,0.007997512817382812,104.80493974685669
121,4234,1534,9,0.00799703598022461,104.81293678283691
122,4234,1534,9,0.007997512817382812,104.8209342956543
123,4234,1534,9,0.006997823715209961,104.8279321193695
124,4234,1534,9,0.00799703598022461,104.83592915534973
125,4234,1534,9,0.007997751235961914,104.8439269065857
126,4234,1534,9,0.007997989654541016,104.85192489624023
127,4234,1534,9,0.007996797561645508,104.85992169380188
128,4234,1534,9,0.007997512817382812,104.86791920661926
129,4234,1534,9,0.00799703598022461,104.87591624259949
130,4234,1534,9,0.007997512817382812,104.88391375541687
131,4234,1534,9,0.0069980621337890625,104.89091181755066
132,4234,1534,9,0.00799703598022461,104.89890885353088
133,4234,1534,9,0.007997512817382812,104.90690636634827
134,4234,1534,9,0.007997512817382812,104.91490387916565
135,4234,1534,9,0.007997512817382812,104.92290139198303
136,4234,1534,9,0.007997512817382812,104.93089890480042
137,4234,1534,9,0.007996797561645508,104.93889570236206
138,4234,1534,9,0.007997751235961914,104.94689345359802
139,4234,1534,9,0.007997512817382812,104.9548909664154
140,4234,1534,9,0.007997274398803711,104.96288824081421
141,4234,1534,9,0.007997274398803711,104.97088551521301
142,4234,1534,9,0.008997201919555664,104.97988271713257
143,4234,1534,9,0.006997585296630859,104.9868803024292
144,4234,1534,9,0.008997917175292969,104.99587821960449
145,4234,1534,9,0.007996559143066406,105.00387477874756
146,4234,1534,9,0.007997512817382812,105.01187229156494
147,4234,1534,9,0.006997585296630859,105.01886987686157
148,4234,1534,9,0.007997751235961914,105.02686762809753
149,4234,1534,9,0.007997274398803711,105.03486490249634
150,4234,1534,9,0.007997512817382812,105.04286241531372
151,4234,1534,9,0.007997274398803711,105.05085968971252
152,4234,1534,9,0.007997751235961914,105.05885744094849
153,4234,1534,9,0.00799703598022461,105.06685447692871
154,4234,1534,9,0.007997274398803711,105.07485175132751
155,4234,1534,9,0.007997512817382812,105.0828492641449
156,4234,1534,9,0.008996963500976562,105.09184622764587
157,4234,1534,9,0.007997751235961914,105.09984397888184
158,4234,1534,9,0.007997274398803711,105.10784125328064
159,4234,1534,9,0.007997274398803711,105.11583852767944
160,4234,1534,9,0.007997274398803711,105.12383580207825
161,4234,1534,9,0.007997751235961914,105.13183355331421
