iteration,cost,wirecount,intersectioncount
180,337141,2341,1116
181,322999,2299,1069
182,322983,2283,1069
183,322079,2279,1066
184,318771,2271,1055
185,318469,2269,1054
186,316963,2263,1049
187,316361,2261,1047
188,258447,1947,855
189,251809,1909,833
190,241263,1863,798
191,228315,1815,755
192,220479,1779,729
193,220181,1781,728
194,219877,1777,727
195,219277,1777,725
196,218973,1773,724
197,215973,1773,714
198,210567,1767,696
199,210523,1723,696
200,207209,1709,685
201,206611,1711,683
202,202611,1611,670
203,199633,1633,660
204,195079,1579,645
205,194167,1567,642
206,191459,1559,633
207,191169,1569,632
208,190553,1553,630
209,189349,1549,626
210,183255,1455,606
211,180829,1429,598
212,177489,1389,587
213,162923,1523,538
214,156761,1361,518
215,156441,1341,517
216,153729,1329,508
217,151327,1327,500
218,146207,1307,483
219,145891,1291,482
220,144383,1283,477
221,144359,1259,477
222,141041,1241,466
223,141039,1239,466
224,140435,1235,464
225,139833,1233,462
226,139231,1231,460
227,115057,1057,380
228,114459,1059,378
229,113557,1057,375
230,113551,1051,375
231,113253,1053,374
232,103287,987,341
233,100875,975,333
234,100275,975,331
235,99971,971,330
236,99649,949,329
237,99059,959,327
238,98719,919,326
239,97819,919,323
240,96919,919,320
241,96319,919,318
242,92975,875,307
243,92069,869,304
244,91179,879,301
245,91107,807,301
246,89341,841,295
247,88099,799,291
248,87561,861,289
249,84467,767,279
250,83563,763,276
251,82055,755,271
252,81451,751,269
253,80645,845,266
254,77909,809,257
255,77359,859,255
256,77021,821,254
257,76141,841,251
258,75283,883,248
259,74657,857,246
260,73741,841,243
261,72597,897,239
262,72011,911,237
263,71703,903,236
264,71453,953,235
265,69917,917,230
266,69005,905,227
267,68721,921,226
268,68717,917,226
269,68407,907,225
270,68121,921,224
271,67807,907,223
272,66915,915,220
273,66911,911,220
274,66613,913,219
275,66315,915,218
276,66047,947,217
277,65713,913,216
278,65433,933,215
279,64525,925,212
280,64521,921,212
281,64223,923,211
282,63683,983,209
283,63385,985,208
284,63041,941,207
285,60647,947,199
286,60349,949,198
287,60049,949,197
288,59751,951,196
289,59455,955,195
290,58857,957,193
291,58257,957,191
292,57957,957,190
293,57955,955,190
294,57057,957,187
295,56757,957,186
296,56755,955,186
297,56463,963,185
298,56461,961,185
299,56171,971,184
300,55871,971,183
301,55571,971,182
302,55569,969,182
303,55269,969,181
304,54975,975,180
305,54679,979,179
306,54373,973,178
307,53777,977,176
308,53477,977,175
309,53201,1001,174
310,53181,981,174
311,52579,979,172
312,52577,977,172
313,51985,985,170
314,51063,963,167
315,50761,961,166
316,50163,963,164
317,49863,963,163
318,49861,961,163
319,49857,957,163
320,48975,975,160
321,48677,977,159
322,48669,969,159
323,48397,997,158
324,48097,997,157
325,47815,1015,156
326,47797,997,156
327,47491,991,155
328,47197,997,154
329,47195,995,154
330,47189,989,154
331,46887,987,153
332,45679,979,149
333,45625,925,149
334,45599,899,149
335,45299,899,148
336,45297,897,148
337,45001,901,147
338,44999,899,147
339,44997,897,147
340,44091,891,144
341,43803,903,143
342,43791,891,143
343,43489,889,142
344,43189,889,141
345,43187,887,141
346,42949,949,140
347,42905,905,140
348,42623,923,139
349,42327,927,138
350,42325,925,138
351,42059,959,137
352,42055,955,137
353,42047,947,137
354,42041,941,137
355,41779,979,136
356,41467,967,135
357,41457,957,135
358,41157,957,134
359,40845,945,133
360,40551,951,132
361,39647,947,129
362,39371,971,128
363,39073,973,127
364,39071,971,127
365,38771,971,126
366,37875,975,123
367,37575,975,122
368,37021,1021,120
369,36719,1019,119
370,36717,1017,119
371,36417,1017,118
372,36415,1015,118
373,36099,999,117
374,36097,997,117
375,36095,995,117
376,35209,1009,114
377,34619,1019,112
378,34319,1019,111
379,34017,1017,110
380,33719,1019,109
381,33717,1017,109
382,33715,1015,109
383,33107,1007,107
384,32811,1011,106
385,32513,1013,105
386,32213,1013,104
