iteration,cost,wirecount,intersectioncount
1145,3687607,14707,12243
1146,3294485,13385,10937
1147,3351379,13579,11126
1148,3552759,14259,11795
1149,3833889,15189,12729
1150,3660813,14613,12154
1151,3802589,15089,12625
1152,3529577,14177,11718
1153,3519641,14141,11685
1154,3051875,12575,10131
1155,3035339,12539,10076
1156,3055493,12593,10143
1157,3777601,15001,12542
1158,4037973,15873,13407
1159,3787531,15031,12575
1160,3500081,14081,11620
1161,3261087,13287,10826
1162,3724327,14827,12365
1163,3390213,13713,11255
1164,3958507,15607,13143
1165,3352895,13595,11131
1166,3098237,12737,10285
1167,3431437,13837,11392
1168,3033823,12523,10071
1169,4360341,16941,14478
1170,3193351,13051,10601
1171,3852859,15259,12792
1172,3664429,14629,12166
1173,3084389,12689,10239
1174,4080409,16009,13548
1175,3496165,14065,11607
1176,4005761,15761,13300
1177,3234299,13199,10737
1178,3576239,14339,11873
1179,4326923,16823,14367
1180,3705061,14761,12301
1181,3227669,13169,10715
1182,3388105,13705,11248
1183,3296599,13399,10944
1184,2609405,11105,8661
1185,3720117,14817,12351
1186,3477807,14007,11546
1187,3744191,14891,12431
1188,3396835,13735,11277
1189,3957601,15601,13140
1190,3759545,14945,12482
1191,3465465,13965,11505
1192,3950981,15581,13118
1193,3852855,15255,12792
1194,3400137,13737,11288
1195,3587677,14377,11911
1196,3900117,15417,12949
1197,4298635,16735,14273
1198,4326031,16831,14364
1199,3383291,13691,11232
1200,2940803,12203,9762
1201,3771283,14983,12521
1202,3578941,14341,11882
1203,3478395,13995,11548
1204,4429267,17167,14707
1205,3484425,14025,11568
1206,2996803,12403,9948
1207,3949479,15579,13113
1208,3164465,12965,10505
1209,4164087,16287,13826
1210,3263197,13297,10833
1211,3981079,15679,13218
1212,3791453,15053,12588
1213,3654193,14593,12132
1214,3618071,14471,12012
1215,3718603,14803,12346
1216,3444095,13895,11434
1217,3304729,13429,10971
1218,3881151,15351,12886
1219,2973013,12313,9869
1220,3307443,13443,10980
1221,3465467,13967,11505
1222,3548243,14243,11780
1223,4090647,16047,13582
1224,3912753,15453,12991
1225,3926601,15501,13037
1226,3789645,15045,12582
1227,3382083,13683,11228
1228,2764723,11623,9177
1229,3378171,13671,11215
1230,3647877,14577,12111
1231,3640945,14545,12088
1232,3839613,15213,12748
1233,3855859,15259,12802
1234,3733355,14855,12395
1235,3169267,12967,10521
1236,4312785,16785,14320
1237,3880549,15349,12884
1238,3597595,14395,11944
1239,3405561,13761,11306
1240,3195167,13067,10607
1241,3152423,12923,10465
1242,3662623,14623,12160
1243,3291189,13389,10926
1244,3755025,14925,12467
1245,3346875,13575,11111
1246,3425421,13821,11372
1247,3559679,14279,11818
1248,3012747,12447,10001
1249,3511521,14121,11658
1250,3274327,13327,10870
1251,4122553,16153,13688
1252,3838701,15201,12745
1253,3632821,14521,12061
1254,3354997,13597,11138
1255,3842623,15223,12758
1256,3404947,13747,11304
1257,3880849,15349,12885
1258,3673745,14645,12197
1259,3214427,13127,10671
1260,3326099,13499,11042
1261,3554555,14255,11801
1262,3138875,12875,10420
1263,3424831,13831,11370
1264,3994629,15729,13263
1265,4249577,16577,14110
1266,3446205,13905,11441
1267,3097941,12741,10284
1268,4220073,16473,14012
1269,3276137,13337,10876
1270,3649681,14581,12117
1271,3693027,14727,12261
1272,3882957,15357,12892
1273,3192155,13055,10597
1274,3798977,15077,12613
1275,4125261,16161,13697
1276,3140985,12885,10427
1277,4012987,15787,13324
1278,3463359,13959,11498
1279,3548533,14233,11781
1280,3218645,13145,10685
1281,4033459,15859,13392
1282,3696935,14735,12274
1283,3569593,14293,11851
1284,3272225,13325,10863
1285,4000049,15749,13281
1286,3069951,12651,10191
1287,3076567,12667,10213
1288,3627091,14491,12042
1289,3495855,14055,11606
1290,3299311,13411,10953
1291,4025935,15835,13367
1292,4377799,16999,14536
1293,3957905,15605,13141
1294,3562389,14289,11827
1295,4308873,16773,14307
1296,3910347,15447,12983
1297,3956397,15597,13136
1298,3580151,14351,11886
1299,4057529,15929,13472
1300,3912753,15453,12991
1301,3441081,13881,11424
1302,3178303,13003,10551
1303,3408565,13765,11316
1304,3301119,13419,10959
1305,3500983,14083,11623
1306,3353189,13589,11132
1307,3333319,13519,11066
1308,3120523,12823,10359
1309,3471187,13987,11524
1310,3240917,13217,10759
1311,3972657,15657,13190
1312,3524465,14165,11701
1313,3491353,14053,11591
1314,3069935,12635,10191
1315,3173175,12975,10534
1316,3199377,13077,10621
1317,3089801,12701,10257
1318,3791755,15055,12589
1319,3383293,13693,11232
1320,3269815,13315,10855
1321,3358305,13605,11149
1322,3989807,15707,13247
1323,3355899,13599,11141
1324,3434759,13859,11403
1325,4035259,15859,13398
1326,3520235,14135,11687
1327,3510613,14113,11655
1328,3497071,14071,11610
1329,3843527,15227,12761
1330,3055489,12589,10143
1331,3536499,14199,11741
1332,3836293,15193,12737
1333,3181619,13019,10562
1334,3489237,14037,11584
1335,3960009,15609,13148
1336,3448307,13907,11448
1337,3347775,13575,11114
1338,3928705,15505,13044
1339,3696935,14735,12274
1340,3612655,14455,11994
1341,3271915,13315,10862
1342,3395031,13731,11271
1343,4007265,15765,13305
1344,3545831,14231,11772
1345,3137055,12855,10414
1346,3161753,12953,10496
1347,2942923,12223,9769
1348,3975959,15659,13201
1349,3282759,13359,10898
1350,3762559,14959,12492
1351,4112319,16119,13654
1352,3544025,14225,11766
1353,3190035,13035,10590
1354,3368245,13645,11182
1355,3360713,13613,11157
1356,3883545,15345,12894
1357,3891681,15381,12921
1358,3858273,15273,12810
1359,3886267,15367,12903
1360,3212019,13119,10663
1361,3492855,14055,11596
1362,3479597,13997,11552
1363,3150003,12903,10457
1364,3611153,14453,11989
1365,3265599,13299,10841
1366,3186735,13035,10579
1367,3565695,14295,11838
1368,3566601,14301,11841
1369,3817637,15137,12675
1370,4010581,15781,13316
1371,2923049,12149,9703
1372,3749609,14909,12449
1373,3669235,14635,12182
1374,2420069,10469,8032
1375,3266199,13299,10843
1376,3562365,14265,11827
1377,3199673,13073,10622
1378,3930509,15509,13050
1379,3506389,14089,11641
1380,4178837,16337,13875
1381,3472687,13987,11529
1382,3153031,12931,10467
1383,3449507,13907,11452
1384,4201713,16413,13951
1385,3926903,15503,13038
1386,2830033,11833,9394
1387,3626799,14499,12041
1388,3963619,15619,13160
1389,3716803,14803,12340
1390,3167153,12953,10514
1391,3636131,14531,12072
1392,3607529,14429,11977
1393,3700551,14751,12286
1394,3489247,14047,11584
1395,3597309,14409,11943
1396,3629807,14507,12051
1397,3112393,12793,10332
1398,3266805,13305,10845
1399,3623191,14491,12029
1400,3379077,13677,11218
1401,3513623,14123,11665
1402,3890785,15385,12918
1403,3079573,12673,10223
1404,3773987,14987,12530
1405,3477803,14003,11546
1406,3527469,14169,11711
1407,4431379,17179,14714
1408,3275817,13317,10875
1409,3127739,12839,10383
1410,3183117,13017,10567
1411,3125631,12831,10376
1412,3660815,14615,12154
1413,3481715,14015,11559
1414,3684899,14699,12234
1415,3617765,14465,12011
1416,3707467,14767,12309
1417,3744495,14895,12432
1418,4076193,15993,13534
1419,3126527,12827,10379
1420,3390515,13715,11256
1421,3374561,13661,11203
1422,3310137,13437,10989
1423,3476903,14003,11543
1424,3809213,15113,12647
1425,3626205,14505,12039
1426,3999441,15741,13279
1427,3538609,14209,11748
1428,3407673,13773,11313
1429,4266127,16627,14165
1430,3130139,12839,10391
1431,4832013,18513,16045
1432,3444999,13899,11437
1433,3766159,14959,12504
1434,3933219,15519,13059
1435,3478997,13997,11550
1436,4004259,15759,13295
1437,3013953,12453,10005
1438,3877837,15337,12875
1439,3211113,13113,10660
1440,4121343,16143,13684
1441,3669847,14647,12184
1442,3288175,13375,10916
1443,3894697,15397,12931
1444,3666235,14635,12172
1445,3839605,15205,12748
1446,3995231,15731,13265
1447,4214961,16461,13995
1448,3870615,15315,12851
1449,3855265,15265,12800
1450,2742135,11535,9102
1451,3747493,14893,12442
1452,4102987,16087,13623
1453,3569611,14311,11851
1454,3344151,13551,11102
1455,3635237,14537,12069
1456,3510317,14117,11654
1457,3513025,14125,11663
1458,2663279,11279,8840
1459,3311943,13443,10995
1460,3477799,13999,11546
1461,3259569,13269,10821
1462,3384499,13699,11236
1463,4033759,15859,13393
1464,3238813,13213,10752
1465,3791739,15039,12589
1466,3408275,13775,11315
1467,3707475,14775,12309
1468,4069579,15979,13512
1469,3670139,14639,12185
1470,3721323,14823,12355
1471,3836299,15199,12737
1472,3199381,13081,10621
1473,3721303,14803,12355
1474,3314955,13455,11005
1475,3615969,14469,12005
1476,3844723,15223,12765
1477,3772187,14987,12524
1478,3945265,15565,13099
1479,3929307,15507,13046
1480,3937137,15537,13072
1481,3308935,13435,10985
1482,3381485,13685,11226
1483,3815819,15119,12669
1484,3908537,15437,12977
1485,3451021,13921,11457
1486,3919379,15479,13013
1487,2996791,12391,9948
1488,3467873,13973,11513
1489,3509411,14111,11651
1490,3885665,15365,12901
1491,3737561,14861,12409
1492,3169577,12977,10522
1493,3555467,14267,11804
1494,3660211,14611,12152
1495,4134889,16189,13729
1496,3828473,15173,12711
1497,3320365,13465,11023
1498,3881749,15349,12888
1499,4412419,17119,14651
1500,4019611,15811,13346
1501,3246035,13235,10776
1502,3601517,14417,11957
1503,3536801,14201,11742
1504,3606335,14435,11973
1505,3051885,12585,10131
1506,3074761,12661,10207
1507,3834497,15197,12731
1508,3439873,13873,11420
1509,3891081,15381,12919
1510,3689413,14713,12249
1511,3243313,13213,10767
1512,3844431,15231,12764
1513,3284257,13357,10903
1514,3686397,14697,12239
1515,2933289,12189,9737
1516,3052785,12585,10134
1517,3107863,12763,10317
1518,3377869,13669,11214
1519,4025933,15833,13367
1520,3671949,14649,12191
1521,3125323,12823,10375
1522,3325197,13497,11039
1523,3351379,13579,11126
1524,3007343,12443,9983
1525,2792121,11721,9268
1526,3628603,14503,12047
1527,3764961,14961,12500
1528,3847427,15227,12774
1529,2955255,12255,9810
1530,3319769,13469,11021
1531,3825465,15165,12701
1532,3526873,14173,11709
1533,3879041,15341,12879
1534,3829073,15173,12713
1535,3772487,14987,12525
1536,3894993,15393,12932
1537,3267411,13311,10847
1538,4357937,16937,14470
1539,3731847,14847,12390
1540,2932383,12183,9734
1541,3079575,12675,10223
1542,4078001,16001,13540
1543,3372143,13643,11195
1544,3565399,14299,11837
1545,3678267,14667,12212
1546,3756237,14937,12471
1547,3466965,13965,11510
1548,4279075,16675,14208
1549,3019379,12479,10023
1550,3548803,14203,11782
1551,2951643,12243,9798
1552,3578343,14343,11880
1553,3244529,13229,10771
1554,3276135,13335,10876
1555,3583161,14361,11896
1556,3038335,12535,10086
1557,3189443,13043,10588
1558,3079583,12683,10223
1559,2949235,12235,9790
1560,4046093,15893,13434
1561,3219225,13125,10687
1562,3547939,14239,11779
1563,4171015,16315,13849
1564,3644263,14563,12099
1565,4171011,16311,13849
1566,3472083,13983,11527
1567,3462739,13939,11496
1568,2946225,12225,9780
1569,3562083,14283,11826
1570,3171085,12985,10527
1571,3442283,13883,11428
1572,3486533,14033,11575
1573,2886623,12023,9582
1574,3427237,13837,11378
1575,3149411,12911,10455
1576,3769783,14983,12516
1577,3249631,13231,10788
1578,3901015,15415,12952
1579,3408863,13763,11317
1580,3760435,14935,12485
1581,3360415,13615,11156
1582,3099743,12743,10290
1583,3608141,14441,11979
1584,3326083,13483,11042
1585,3921481,15481,13020
1586,3090691,12691,10260
1587,3431451,13851,11392
1588,3824863,15163,12699
1589,3113899,12799,10337
1590,4423855,17155,14689
1591,4531915,17515,15048
1592,4320311,16811,14345
1593,3592179,14379,11926
1594,3992819,15719,13257
1595,3247237,13237,10780
1596,3761353,14953,12488
1597,3685197,14697,12235
1598,4131283,16183,13717
1599,4052421,15921,13455
1600,3789343,15043,12581
1601,2627165,11165,8720
1602,3202091,13091,10630
1603,3239101,13201,10753
1604,3750515,14915,12452
1605,3864893,15293,12832
1606,3271619,13319,10861
1607,3481721,14021,11559
1608,3076263,12663,10212
1609,3357097,13597,11145
1610,3766469,14969,12505
1611,2762289,11589,9169
1612,3375759,13659,11207
1613,3488041,14041,11580
1614,3109075,12775,10321
1615,3187039,13039,10580
1616,2957963,12263,9819
1617,4217367,16467,14003
1618,3129533,12833,10389
1619,4534925,17525,15058
1620,3813123,15123,12660
1621,3430245,13845,11388
1622,3505497,14097,11638
1623,3004925,12425,9975
1624,3175601,13001,10542
1625,3045843,12543,10111
1626,3626799,14499,12041
1627,3254159,13259,10803
1628,4103287,16087,13624
1629,3682789,14689,12227
1630,3451615,13915,11459
1631,3835097,15197,12733
1632,3588275,14375,11913
1633,3525963,14163,11706
1634,3470283,13983,11521
1635,3749311,14911,12448
1636,4001843,15743,13287
1637,3431145,13845,11391
1638,2919145,12145,9690
1639,3775501,15001,12535
1640,3705963,14763,12304
1641,3270103,13303,10856
1642,4337465,16865,14402
1643,3413391,13791,11332
1644,3599711,14411,11951
1645,3963317,15617,13159
1646,3791753,15053,12589
1647,3245131,13231,10773
1648,3834791,15191,12732
1649,3543121,14221,11763
1650,2983553,12353,9904
1651,3733059,14859,12394
1652,3706569,14769,12306
1653,4026235,15835,13368
1654,3668035,14635,12178
1655,3730951,14851,12387
1656,2942621,12221,9768
1657,3544031,14231,11766
1658,4078911,16011,13543
1659,2951953,12253,9799
1660,3203887,13087,10636
1661,3478709,14009,11549
1662,3534093,14193,11733
1663,3323091,13491,11032
1664,3108463,12763,10319
1665,3221053,13153,10693
1666,3556667,14267,11808
1667,3793553,15053,12595
1668,3164759,12959,10506
1669,4318203,16803,14338
1670,3592189,14389,11926
1671,4171613,16313,13851
1672,2903185,12085,9637
1673,3798973,15073,12613
1674,3181911,13011,10563
1675,3342053,13553,11095
1676,3185831,13031,10576
1677,3411285,13785,11325
1678,3421815,13815,11360
1679,3916671,15471,13004
1680,3704151,14751,12298
1681,3764357,14957,12498
1682,3547025,14225,11776
1683,3579541,14341,11884
1684,3421823,13823,11360
1685,3178007,13007,10550
1686,3553351,14251,11797
1687,3880545,15345,12884
1688,3334827,13527,11071
1689,3396225,13725,11275
1690,3665625,14625,12170
1691,3635529,14529,12070
1692,3127427,12827,10382
1693,3531685,14185,11725
1694,3832387,15187,12724
1695,3779713,15013,12549
1696,4119541,16141,13678
1697,3751709,14909,12456
1698,3569917,14317,11852
1699,3260181,13281,10823
1700,3402847,13747,11297
1701,3878443,15343,12877
1702,3371559,13659,11193
1703,3305629,13429,10974
1704,3371849,13649,11194
1705,3525965,14165,11706
1706,3317367,13467,11013
1707,3491055,14055,11590
1708,3984695,15695,13230
1709,3717105,14805,12341
1710,3733959,14859,12397
1711,3764965,14965,12500
1712,3760751,14951,12486
1713,4024429,15829,13362
1714,3530185,14185,11720
1715,3851649,15249,12788
1716,3492849,14049,11596
1717,3009099,12399,9989
1718,3208413,13113,10651
1719,3391723,13723,11260
1720,3177401,13001,10548
1721,3360417,13617,11156
1722,3676469,14669,12206
1723,3663529,14629,12163
1724,3592489,14389,11927
1725,3544325,14225,11767
1726,3802271,15071,12624
1727,3268605,13305,10851
1728,3923289,15489,13026
1729,3524765,14165,11702
1730,3537409,14209,11744
1731,3245439,13239,10774
1732,3439279,13879,11418
1733,4008471,15771,13309
1734,3563595,14295,11831
1735,4132185,16185,13720
1736,3345369,13569,11106
1737,3790547,15047,12585
1738,4164393,16293,13827
1739,3912453,15453,12990
1740,3780917,15017,12553
1741,2992575,12375,9934
1742,4122251,16151,13687
1743,3119301,12801,10355
1744,3688209,14709,12245
1745,3114781,12781,10340
1746,3729447,14847,12382
1747,3535297,14197,11737
1748,3306837,13437,10978
1749,3125925,12825,10377
1750,4071681,15981,13519
1751,3383289,13689,11232
1752,3557877,14277,11812
1753,3639747,14547,12084
1754,3757735,14935,12476
1755,3205691,13091,10642
1756,3305631,13431,10974
1757,3235493,13193,10741
1758,3979875,15675,13214
1759,3820347,15147,12684
1760,3814021,15121,12663
1761,3085889,12689,10244
1762,3728239,14839,12378
1763,3916661,15461,13004
1764,3547337,14237,11777
1765,3693617,14717,12263
1766,3353773,13573,11134
1767,3665633,14633,12170
1768,3653895,14595,12131
1769,3232475,13175,10731
1770,3615363,14463,12003
1771,3629213,14513,12049
1772,3668039,14639,12178
1773,2576293,10993,8551
1774,4269139,16639,14175
1775,3745397,14897,12435
1776,3311347,13447,10993
1777,3244821,13221,10772
1778,3706571,14771,12306
1779,3669245,14645,12182
1780,3294191,13391,10936
1781,3389305,13705,11252
1782,3803183,15083,12627
1783,3911853,15453,12988
1784,3563291,14291,11830
1785,4095463,16063,13598
1786,3884451,15351,12897
1787,3799577,15077,12615
1788,3569607,14307,11851
1789,3306239,13439,10976
1790,2724083,11483,9042
1791,3725227,14827,12368
1792,2971507,12307,9864
1793,3582251,14351,11893
1794,3846235,15235,12770
1795,4219171,16471,14009
1796,4353413,16913,14455
1797,3686401,14701,12239
1798,4107201,16101,13637
1799,4008471,15771,13309
1800,3420011,13811,11354
1801,3525061,14161,11703
1802,3293287,13387,10933
1803,4028643,15843,13376
1804,3436867,13867,11410
1805,3641235,14535,12089
1806,3286371,13371,10910
1807,2727697,11497,9054
1808,3620481,14481,12020
1809,3894095,15395,12929
1810,4046697,15897,13436
1811,3255367,13267,10807
1812,3289683,13383,10921
1813,3553361,14261,11797
1814,3272823,13323,10865
1815,3518747,14147,11682
1816,3911249,15449,12986
1817,3241213,13213,10760
1818,2926065,12165,9713
1819,3688211,14711,12245
1820,3885963,15363,12902
1821,3360117,13617,11155
1822,3808303,15103,12644
1823,3713187,14787,12328
1824,3665931,14631,12171
1825,3363117,13617,11165
1826,3584057,14357,11899
1827,3723713,14813,12363
1828,3876633,15333,12871
1829,3652089,14589,12125
1830,4686021,18021,15560
1831,4302249,16749,14285
1832,3454327,13927,11468
1833,4162885,16285,13822
1834,4254393,16593,14126
1835,4557799,17599,15134
1836,3314057,13457,11002
1837,3882357,15357,12890
1838,3633125,14525,12062
1839,3727335,14835,12375
1840,3922387,15487,13023
1841,4033153,15853,13391
1842,3989211,15711,13245
1843,3411283,13783,11325
1844,3593993,14393,11932
1845,3153321,12921,10468
1846,3445005,13905,11437
1847,3542215,14215,11760
1848,3648169,14569,12112
1849,2979343,12343,9890
1850,3360111,13611,11155
1851,3628005,14505,12045
1852,4374185,16985,14524
1853,3662321,14621,12159
1854,3293895,13395,10935
1855,2966699,12299,9848
1856,3956401,15601,13136
1857,3797165,15065,12607
1858,3728237,14837,12378
1859,3534099,14199,11733
1860,3591887,14387,11925
1861,3847439,15239,12774
1862,3821249,15149,12687
1863,3271313,13313,10860
1864,3545229,14229,11770
1865,3662925,14625,12161
1866,3759545,14945,12482
1867,3256863,13263,10812
1868,3342653,13553,11097
1869,3937731,15531,13074
1870,3386893,13693,11244
1871,4187261,16361,13903
1872,4111717,16117,13652
1873,3530179,14179,11720
1874,3283947,13347,10902
1875,3993421,15721,13259
1876,3349581,13581,11120
1877,3180705,13005,10559
1878,3769175,14975,12514
1879,3406165,13765,11308
1880,3307127,13427,10979
1881,3587671,14371,11911
1882,3547943,14243,11779
1883,3155725,12925,10476
1884,3435359,13859,11405
1885,4090951,16051,13583
1886,3837505,15205,12741
1887,3863087,15287,12826
1888,4107801,16101,13639
1889,3427531,13831,11379
1890,3410077,13777,11321
1891,3076561,12661,10213
1892,3659309,14609,12149
1893,3575923,14323,11872
1894,3902217,15417,12956
1895,3717703,14803,12343
1896,4171315,16315,13850
1897,3648471,14571,12113
1898,3257175,13275,10813
1899,2967295,12295,9850
1900,3502783,14083,11629
1901,3578315,14315,11880
1902,3316773,13473,11011
1903,3393217,13717,11265
1904,3151815,12915,10463
1905,3733359,14859,12395
1906,2916431,12131,9681
1907,4362749,16949,14486
1908,3602417,14417,11960
1909,3194557,13057,10605
1910,3164457,12957,10505
1911,3069045,12645,10188
1912,3887169,15369,12906
1913,3293897,13397,10935
1914,3961815,15615,13154
1915,3733349,14849,12395
1916,3936531,15531,13070
1917,3767369,14969,12508
1918,3431751,13851,11393
1919,3088295,12695,10252
1920,4360039,16939,14477
1921,3932621,15521,13057
1922,3514221,14121,11667
1923,4100879,16079,13616
1924,3100345,12745,10292
1925,3555757,14257,11805
1926,3598505,14405,11947
1927,3469379,13979,11518
1928,3490145,14045,11587
1929,4012385,15785,13322
1930,3299913,13413,10955
1931,3869101,15301,12846
1932,3320073,13473,11022
1933,3244529,13229,10771
1934,4412717,17117,14652
1935,3143691,12891,10436
1936,3349281,13581,11119
1937,3771279,14979,12521
1938,3722819,14819,12360
1939,2898961,12061,9623
1940,3973255,15655,13192
1941,3644261,14561,12099
1942,3381489,13689,11226
1943,3207501,13101,10648
1944,4089745,16045,13579
1945,3413691,13791,11333
1946,2988673,12373,9921
1947,3783929,15029,12563
1948,3409169,13769,11318
1949,3977469,15669,13206
1950,4078307,16007,13541
1951,3703857,14757,12297
1952,3311951,13451,10995
1953,3361017,13617,11158
1954,3634027,14527,12065
1955,3954595,15595,13130
1956,3977169,15669,13205
1957,4149339,16239,13777
1958,3644261,14561,12099
1959,2786399,11699,9249
1960,3881453,15353,12887
1961,3651785,14585,12124
1962,2751183,11583,9132
1963,3691517,14717,12256
1964,3277637,13337,10881
1965,3505795,14095,11639
1966,3724623,14823,12366
1967,3246333,13233,10777
1968,3782423,15023,12558
1969,3448011,13911,11447
1970,3515431,14131,11671
1971,3400135,13735,11288
1972,3570515,14315,11854
1973,3013957,12457,10005
1974,3954895,15595,13131
1975,3586775,14375,11908
1976,3430539,13839,11389
1977,3820951,15151,12686
1978,3381475,13675,11226
1979,3324273,13473,11036
1980,3427235,13835,11378
1981,3264693,13293,10838
1982,3351979,13579,11128
1983,3828167,15167,12710
1984,3829981,15181,12716
1985,3398641,13741,11283
1986,3070851,12651,10194
1987,3966023,15623,13168
1988,3620781,14481,12021
1989,3544321,14221,11767
1990,3383893,13693,11234
1991,3567485,14285,11844
1992,3457037,13937,11477
1993,3896799,15399,12938
1994,3516037,14137,11673
1995,4121651,16151,13685
1996,3154527,12927,10472
1997,3870915,15315,12852
1998,3692719,14719,12260
1999,4184259,16359,13893
2000,3334527,13527,11070
2001,3446805,13905,11443
2002,3679175,14675,12215
2003,3730343,14843,12385
2004,3628001,14501,12045
2005,3761651,14951,12489
2006,3095225,12725,10275
2007,3466973,13973,11510
2008,3642741,14541,12094
2009,3250543,13243,10791
2010,3116877,12777,10347
2011,3646369,14569,12106
2012,3325193,13493,11039
2013,3501889,14089,11626
2014,3212623,13123,10665
2015,4245961,16561,14098
2016,3745389,14889,12435
2017,4003959,15759,13294
2018,3025979,12479,10045
2019,3401339,13739,11292
2020,3371247,13647,11192
2021,3477205,14005,11544
2022,3666533,14633,12173
2023,3445903,13903,11440
2024,4108105,16105,13640
2025,3846233,15233,12770
2026,3935927,15527,13068
2027,3045267,12567,10109
2028,3347159,13559,11112
2029,3798977,15077,12613
2030,3823047,15147,12693
2031,3657207,14607,12142
2032,3422419,13819,11362
2033,3236699,13199,10745
2034,3681583,14683,12223
2035,3252053,13253,10796
2036,3426335,13835,11375
2037,3501279,14079,11624
2038,3507911,14111,11646
2039,4040679,15879,13416
2040,3285457,13357,10907
2041,3644565,14565,12100
2042,3285463,13363,10907
2043,3556673,14273,11808
2044,3495547,14047,11605
2045,3567209,14309,11843
2046,3363423,13623,11166
2047,3301411,13411,10960
2048,3100351,12751,10292
2049,3761945,14945,12490
2050,3689711,14711,12250
2051,3491353,14053,11591
2052,4241147,16547,14082
2053,3825165,15165,12700
2054,3843525,15225,12761
2055,3460639,13939,11489
2056,3234899,13199,10739
2057,3341449,13549,11093
2058,3123825,12825,10370
2059,4205029,16429,13962
2060,3225565,13165,10708
2061,3188537,13037,10585
2062,4261917,16617,14151
2063,3584959,14359,11902
2064,3963625,15625,13160
2065,3672253,14653,12192
2066,3578027,14327,11879
2067,3747501,14901,12442
2068,3736971,14871,12407
2069,3698145,14745,12278
2070,3434753,13853,11403
2071,3871219,15319,12853
2072,3220151,13151,10690
2073,2757507,11607,9153
2074,3874829,15329,12865
2075,3806805,15105,12639
2076,3938341,15541,13076
2077,3404063,13763,11301
2078,3924193,15493,13029
2079,3674365,14665,12199
2080,4701073,18073,15610
2081,3545837,14237,11772
2082,3690919,14719,12254
2083,3662619,14619,12160
2084,3097921,12721,10284
2085,3613257,14457,11996
2086,3475997,13997,11540
2087,3765567,14967,12502
2088,3814329,15129,12664
2089,3330907,13507,11058
2090,3887771,15371,12908
2091,3576535,14335,11874
2092,3734553,14853,12399
2093,4071687,15987,13519
2094,3697843,14743,12277
2095,3498571,14071,11615
2096,3389309,13709,11252
2097,3476301,14001,11541
2098,2948045,12245,9786
2099,3124127,12827,10371
2100,3942843,15543,13091
2101,3680077,14677,12218
2102,4110209,16109,13647
2103,3547035,14235,11776
2104,2842081,11881,9434
2105,4338975,16875,14407
2106,3493761,14061,11599
2107,3556973,14273,11809
2108,3758641,14941,12479
2109,3882655,15355,12891
2110,3677063,14663,12208
2111,3156635,12935,10479
2112,3684295,14695,12232
2113,3569917,14317,11852
2114,3758645,14945,12479
2115,2884525,12025,9575
2116,3249943,13243,10789
2117,3786931,15031,12573
2118,3407673,13773,11313
2119,3099741,12741,10290
2120,3914863,15463,12998
2121,3706571,14771,12306
2122,3107273,12773,10315
2123,3823655,15155,12695
2124,3503995,14095,11633
2125,2941407,12207,9764
2126,3569305,14305,11850
2127,4385619,17019,14562
2128,3319475,13475,11020
2129,3255065,13265,10806
2130,3753523,14923,12462
2131,3536203,14203,11740
2132,3695127,14727,12268
2133,3732449,14849,12392
2134,3100645,12745,10293
2135,3739977,14877,12417
2136,3814329,15129,12664
2137,3801681,15081,12622
2138,3191833,13033,10596
2139,3570211,14311,11853
2140,3848039,15239,12776
2141,3598207,14407,11946
2142,3729137,14837,12381
2143,2988369,12369,9920
2144,3895599,15399,12934
2145,3882345,15345,12890
2146,3961213,15613,13152
2147,3898005,15405,12942
2148,3190643,13043,10592
2149,3322793,13493,11031
2150,3757423,14923,12475
2151,3887773,15373,12908
2152,3361313,13613,11159
2153,3163863,12963,10503
2154,4084317,16017,13561
2155,3650583,14583,12120
2156,3070545,12645,10193
2157,3446799,13899,11443
2158,3742993,14893,12427
2159,3791151,15051,12587
2160,3299909,13409,10955
2161,3277039,13339,10879
2162,3946465,15565,13103
2163,3348677,13577,11117
2164,3597595,14395,11944
2165,3188541,13041,10585
2166,3939849,15549,13081
2167,3094327,12727,10272
2168,3587067,14367,11909
2169,3232489,13189,10731
2170,3633707,14507,12064
2171,3206299,13099,10644
2172,4052117,15917,13454
2173,3728535,14835,12379
2174,4050613,15913,13449
2175,3939541,15541,13080
2176,3115691,12791,10343
2177,3961495,15595,13153
2178,4049103,15903,13444
2179,3311955,13455,10995
2180,2826717,11817,9383
2181,3515121,14121,11670
2182,3607237,14437,11976
2183,3298709,13409,10951
2184,3147303,12903,10448
2185,3908541,15441,12977
2186,3601217,14417,11956
2187,2959163,12263,9823
2188,3551547,14247,11791
2189,2617529,11129,8688
2190,3544623,14223,11768
2191,3352591,13591,11130
2192,3612657,14457,11994
2193,2553111,10911,8474
2194,3969045,15645,13178
2195,3063923,12623,10171
2196,3476297,13997,11541
2197,3876631,15331,12871
2198,3376073,13673,11208
2199,4121049,16149,13683
2200,3277027,13327,10879
2201,3219243,13143,10687
2202,3931115,15515,13052
2203,4284193,16693,14225
2204,4110811,16111,13649
2205,2951353,12253,9797
2206,4090341,16041,13581
2207,3153931,12931,10470
2208,3211419,13119,10661
2209,4384421,17021,14558
2210,4066863,15963,13503
2211,3208099,13099,10650
2212,3250243,13243,10790
2213,3838409,15209,12744
2214,3541321,14221,11757
2215,3646973,14573,12108
2216,3655397,14597,12136
2217,2859823,11923,9493
2218,2767129,11629,9185
2219,3943759,15559,13094
