iteration,cost,wirecount,intersectioncount
0,16146,246,53
1,11636,236,38
2,7104,204,23
3,5870,170,19
4,5868,168,19
5,5562,162,18
6,5558,158,18
7,5266,166,17
8,3100,100,10
9,2498,98,8
10,2490,90,8
11,1892,92,6
12,1872,72,6
13,1568,68,5
14,1268,68,4
15,946,46,3
16,652,52,2
17,346,46,1
18,342,42,1
19,340,40,1
20,338,38,1
21,334,34,1
22,330,30,1
23,324,24,1
24,322,22,1
25,66,66,0
26,34,34,0
27,28,28,0
28,26,26,0
29,24,24,0
30,22,22,0
31,20,20,0
