iteration,cost,wirecount,intersectioncount
12366,15544,244,51
12367,16198,298,53
12368,44226,426,146
12369,11342,242,37
12370,5222,122,17
12371,41516,416,137
12372,23448,348,77
12373,7380,180,24
12374,8532,132,28
12375,10446,246,34
12376,10154,254,33
12377,34026,426,112
12378,24012,312,79
12379,29778,378,98
12380,41824,424,138
12381,21636,336,71
12382,55134,534,182
12383,8614,214,28
12384,20738,338,68
12385,13704,204,45
12386,33968,368,112
12387,29784,384,98
12388,15302,302,50
12389,2818,118,9
12390,18880,280,62
12391,5834,134,19
12392,29212,412,96
12393,12530,230,41
12394,54526,526,180
12395,41246,446,136
12396,17672,272,58
12397,6192,192,20
12398,8210,110,27
12399,49076,476,162
12400,21078,378,69
12401,16442,242,54
12402,87950,650,291
12403,24908,308,82
12404,28882,382,95
12405,27010,310,89
12406,8268,168,27
12407,46682,482,154
12408,72602,602,240
12409,2814,114,9
12410,31900,400,105
12411,17682,282,58
12412,50302,502,166
12413,22844,344,75
12414,17386,286,57
12415,37306,406,123
12416,22610,410,74
12417,13644,144,45
12418,22856,356,75
12419,70188,588,232
12420,24964,364,82
12421,37354,454,123
12422,22850,350,75
12423,23420,320,77
12424,56664,564,187
12425,32232,432,106
12426,35208,408,116
12427,68936,536,228
12428,10366,166,34
12429,45456,456,150
12430,81348,648,269
12431,14600,200,48
12432,59044,544,195
12433,7622,122,25
12434,14092,292,46
12435,7018,118,23
12436,16462,262,54
12437,30686,386,101
12438,17940,240,59
12439,2252,152,7
12440,11606,206,38
12441,36664,364,121
12442,26106,306,86
12443,15932,332,52
12444,51236,536,169
12445,4930,130,16
12446,28516,316,94
12447,80460,660,266
12448,20712,312,68
12449,35466,366,117
12450,61766,566,204
12451,22846,346,75
12452,10378,178,34
12453,14330,230,47
12454,43906,406,145
12455,40680,480,134
12456,19794,294,65
12457,38222,422,126
12458,28838,338,95
12459,26684,284,88
12460,65682,582,217
12461,31014,414,102
12462,10764,264,35
12463,43934,434,145
12464,44884,484,148
12465,39086,386,129
12466,30324,324,100
12467,78302,602,259
12468,12866,266,42
12469,43654,454,144
12470,31604,404,104
12471,8864,164,29
12472,38516,416,127
12473,5898,198,19
12474,34296,396,113
12475,36684,384,121
12476,22232,332,73
12477,21910,310,72
12478,59052,552,195
12479,46096,496,152
12480,37596,396,124
12481,22840,340,75
12482,21940,340,72
12483,33712,412,111
12484,52066,466,172
12485,40356,456,133
12486,6130,130,20
12487,8620,220,28
12488,29184,384,96
12489,50528,428,167
12490,17682,282,58
12491,10706,206,35
12492,27938,338,92
12493,31842,342,105
12494,48160,460,159
12495,36680,380,121
12496,48752,452,161
12497,21268,268,70
12498,7412,212,24
12499,30406,406,100
12500,38812,412,128
12501,20708,308,68
12502,5294,194,17
12503,14694,294,48
12504,53960,560,178
12505,46982,482,155
12506,6436,136,21
12507,41232,432,136
12508,54190,490,179
12509,34612,412,114
12510,12554,254,41
12511,12252,252,40
12512,14006,206,46
12513,27908,308,92
12514,26758,358,88
12515,26432,332,87
12516,45138,438,149
12517,65070,570,215
12518,4606,106,15
12519,10124,224,33
12520,38834,434,128
12521,7406,206,24
12522,5560,160,18
12523,47520,420,157
12524,20030,230,66
12525,25514,314,84
12526,19194,294,63
12527,12518,218,41
12528,15280,280,50
12529,35798,398,118
12530,25532,332,84
12531,18004,304,59
12532,27678,378,91
12533,22250,350,73
12534,15342,342,50
12535,18880,280,62
12536,30418,418,100
12537,24964,364,82
12538,37592,392,124
12539,25860,360,85
12540,30298,298,100
12541,15246,246,50
12542,47610,510,157
12543,48788,488,161
12544,59970,570,198
12545,64448,548,213
12546,59926,526,198
12547,50312,512,166
12548,40318,418,133
12549,49054,454,162
12550,56322,522,186
12551,7748,248,25
12552,73510,610,243
12553,37920,420,125
12554,5852,152,19
12555,15848,248,52
12556,16808,308,55
12557,26134,334,86
12558,13190,290,43
12559,8628,228,28
12560,35198,398,116
12561,21324,324,70
12562,26760,360,88
12563,32448,348,107
12564,45756,456,151
12565,2226,126,7
12566,10442,242,34
12567,21604,304,71
12568,26480,380,87
12569,39096,396,129
12570,34032,432,112
12571,53034,534,175
12572,20980,280,69
12573,6120,120,20
12574,35210,410,116
12575,28552,352,94
12576,10970,170,36
12577,16756,256,55
12578,10702,202,35
12579,18300,300,60
12580,11994,294,39
12581,14402,302,47
12582,12526,226,41
12583,10362,162,34
12584,20100,300,66
12585,22238,338,73
12586,16154,254,53
12587,13120,220,43
12588,2862,162,9
12589,33700,400,111
12590,16180,280,53
12591,14616,216,48
12592,17978,278,59
12593,18320,320,60
12594,35498,398,117
12595,29114,314,96
12596,19480,280,64
12597,2152,52,7
12598,31582,382,104
12599,20986,286,69
12600,15860,260,52
12601,35518,418,117
12602,35812,412,118
12603,50906,506,168
12604,4032,132,13
12605,36988,388,122
12606,16218,318,53
12607,62082,582,205
12608,43942,442,145
12609,14368,268,47
12610,50608,508,167
12611,81036,636,268
12612,24014,314,79
12613,18840,240,62
12614,27272,272,90
12615,95488,688,316
12616,26796,396,88
12617,11020,220,36
12618,27334,334,90
12619,28504,304,94
12620,10646,146,35
12621,36110,410,119
12622,17744,344,58
12623,49668,468,164
12624,25220,320,83
12625,33682,382,111
12626,2226,126,7
12627,53288,488,176
12628,14972,272,49
12629,30682,382,101
12630,47588,488,157
12631,49694,494,164
12632,40012,412,132
12633,16524,324,54
12634,31004,404,102
12635,32184,384,106
12636,43890,390,145
12637,20736,336,68
12638,27316,316,90
12639,51202,502,169
12640,53580,480,177
12641,41490,390,137
12642,18926,326,62
12643,35480,380,117
12644,14278,178,47
12645,30352,352,100
12646,12470,170,41
12647,31304,404,103
12648,56628,528,187
12649,56020,520,185
12650,39456,456,130
12651,74682,582,247
12652,25514,314,84
12653,27048,348,89
12654,39146,446,129
12655,43356,456,143
12656,53918,518,178
12657,22792,292,75
12658,10084,184,33
12659,43358,458,143
12660,35758,358,118
12661,12536,236,41
12662,16424,224,54
12663,38240,440,126
12664,15326,326,50
12665,24940,340,82
12666,17698,298,58
12667,11048,248,36
12668,21266,266,70
12669,23420,320,77
12670,15852,252,52
12671,31860,360,105
12672,5244,144,17
12673,33678,378,111
12674,17336,236,57
12675,36388,388,120
12676,39740,440,131
12677,31584,384,104
12678,49704,504,164
12679,40632,432,134
12680,16474,274,54
12681,45788,488,151
12682,35224,424,116
12683,19188,288,63
12684,20614,214,68
12685,27950,350,92
12686,6452,152,21
12687,12546,246,41
12688,24334,334,80
12689,21860,260,72
12690,56626,526,187
12691,11306,206,37
12692,26162,362,86
12693,21010,310,69
12694,36062,362,119
12695,37638,438,124
12696,20672,272,68
12697,34588,388,114
12698,25254,354,83
12699,64794,594,214
12700,36116,416,119
12701,113276,776,375
12702,35220,420,116
12703,29792,392,98
12704,9816,216,32
12705,17430,330,57
12706,51456,456,170
12707,21920,320,72
12708,19502,302,64
12709,29090,290,96
12710,18884,284,62
12711,48482,482,160
12712,3102,102,10
12713,1860,60,6
12714,19152,252,63
12715,3092,92,10
12716,29488,388,97
12717,7432,232,24
12718,62642,542,207
12719,10988,188,36
12720,42728,428,141
12721,45770,470,151
12722,18306,306,60
12723,104816,716,347
12724,35532,432,117
12725,12820,220,42
12726,16176,276,53
12727,25806,306,85
12728,17110,310,56
12729,12124,124,40
12730,22180,280,73
12731,47268,468,156
12732,38740,340,128
12733,27654,354,91
12734,6178,178,20
12735,1898,98,6
12736,33982,382,112
12737,28324,424,93
12738,31282,382,103
12739,33684,384,111
12740,39698,398,131
12741,26146,346,86
12742,7356,156,24
12743,16166,266,53
12744,71070,570,235
12745,33676,376,111
12746,46118,518,152
12747,64134,534,212
12748,58442,542,193
12749,27990,390,92
12750,22534,334,74
12751,44876,476,148
12752,4432,232,14
12753,3980,80,13
12754,12860,260,42
12755,62028,528,205
12756,26734,334,88
12757,11968,268,39
12758,22572,372,74
12759,76818,618,254
12760,31596,396,104
12761,40612,412,134
12762,28224,324,93
12763,34328,428,113
12764,6794,194,22
12765,28564,364,94
12766,49092,492,162
12767,20434,334,67
12768,38858,458,128
12769,17390,290,57
12770,38866,466,128
12771,56606,506,187
12772,26422,322,87
12773,18838,238,62
12774,23748,348,78
12775,66242,542,219
12776,76232,632,252
12777,19494,294,64
12778,15304,304,50
12779,44502,402,147
12780,6774,174,22
12781,7382,182,24
12782,17716,316,58
12783,25264,364,83
12784,27036,336,89
12785,15882,282,52
12786,7936,136,26
12787,40364,464,133
12788,27102,402,89
12789,25574,374,84
12790,21052,352,69
12791,7984,184,26
12792,36136,436,119
12793,31264,364,103
12794,19196,296,63
12795,29416,316,97
12796,62624,524,207
12797,30322,322,100
12798,42730,430,141
12799,7096,196,23
12800,24634,334,81
12801,26722,322,88
12802,18594,294,61
12803,17378,278,57
12804,73504,604,243
12805,13456,256,44
12806,12264,264,40
12807,30402,402,100
12808,8856,156,29
12809,13160,260,43
12810,30916,316,102
12811,25860,360,85
12812,24602,302,81
12813,37624,424,124
12814,36108,408,119
12815,49686,486,164
12816,44300,500,146
12817,28560,360,94
12818,82832,632,274
12819,20966,266,69
12820,62954,554,208
12821,37920,420,125
12822,87052,652,288
12823,8268,168,27
12824,76200,600,252
12825,62644,544,207
12826,14034,234,46
12827,32158,358,106
12828,22240,340,73
12829,48178,478,159
12830,14382,282,47
12831,31856,356,105
12832,22222,322,73
12833,6806,206,22
12834,7714,214,25
12835,51174,474,169
12836,63896,596,211
12837,24658,358,81
12838,17058,258,56
12839,19828,328,65
12840,25516,316,84
12841,7050,150,23
12842,57182,482,189
12843,33704,404,111
12844,27930,330,92
12845,20408,308,67
12846,17062,262,56
12847,23720,320,78
12848,56934,534,188
12849,22884,384,75
12850,52984,484,175
12851,17658,258,58
12852,31592,392,104
12853,33690,390,111
12854,87666,666,290
12855,37612,412,124
12856,49040,440,162
12857,46994,494,155
12858,42796,496,141
12859,8324,224,27
12860,34010,410,112
12861,10690,190,35
12862,29482,382,97
12863,20724,324,68
12864,11026,226,36
12865,61760,560,204
12866,11374,274,37
12867,75906,606,251
12868,13700,200,45
12869,11902,202,39
12870,12850,250,42
12871,17998,298,59
12872,41550,450,137
12873,10120,220,33
12874,29124,324,96
12875,44262,462,146
12876,43298,398,143
12877,10978,178,36
12878,7346,146,24
12879,15594,294,51
12880,27650,350,91
12881,36650,350,121
12882,40004,404,132
12883,47188,388,156
12884,14068,268,46
12885,52726,526,174
12886,48812,512,161
12887,31302,402,103
12888,10372,172,34
12889,43938,438,145
12890,31922,422,105
12891,19168,268,63
12892,36720,420,121
12893,25248,348,83
12894,22248,348,73
12895,20444,344,67
12896,36128,428,119
12897,45180,480,149
12898,14944,244,49
12899,8872,172,29
12900,38536,436,127
12901,12188,188,40
12902,34014,414,112
12903,24204,204,80
12904,19456,256,64
12905,18592,292,61
12906,54808,508,181
12907,23680,280,78
12908,40630,430,134
12909,63236,536,209
12910,59942,542,198
12911,23716,316,78
12912,9494,194,31
12913,19166,266,63
12914,16166,266,53
12915,3710,110,12
12916,7384,184,24
12917,17364,264,57
12918,22188,288,73
12919,28564,364,94
12920,33116,416,109
12921,12486,186,41
12922,34926,426,115
12923,3770,170,12
12924,7654,154,25
12925,10464,264,34
12926,13720,220,45
12927,85556,656,283
12928,20372,272,67
12929,8290,190,27
12930,49366,466,163
12931,16708,208,55
12932,42714,414,141
12933,25816,316,85
12934,24362,362,80
12935,22200,300,73
12936,14916,216,49
12937,49682,482,164
12938,8850,150,29
12939,41550,450,137
12940,20700,300,68
12941,32178,378,106
12942,7486,286,24
12943,38834,434,128
12944,60842,542,201
12945,12870,270,42
12946,72594,594,240
12947,34610,410,114
12948,37918,418,125
12949,84650,650,280
12950,55094,494,182
12951,32810,410,108
12952,49386,486,163
12953,20142,342,66
12954,23138,338,76
12955,12220,220,40
12956,89492,692,296
12957,30372,372,100
12958,31568,368,104
12959,67422,522,223
12960,37914,414,125
12961,22180,280,73
12962,27056,356,89
12963,24972,372,82
12964,31592,392,104
12965,27674,374,91
12966,78644,644,260
12967,24360,360,80
12968,44206,406,146
12969,38850,450,128
12970,55068,468,182
12971,22220,320,73
12972,27676,376,91
12973,46654,454,154
12974,31292,392,103
12975,64178,578,212
12976,12236,236,40
12977,33730,430,111
12978,9284,284,30
12979,6764,164,22
12980,5910,210,19
12981,10980,180,36
12982,9490,190,31
12983,27348,348,90
12984,20060,260,66
12985,3728,128,12
12986,33372,372,110
12987,40638,438,134
12988,37326,426,123
12989,18916,316,62
12990,7106,206,23
12991,31512,312,104
12992,3486,186,11
12993,34592,392,114
12994,4042,142,13
12995,55406,506,183
12996,7372,172,24
12997,16844,344,55
12998,21654,354,71
12999,20432,332,67
13000,7054,154,23
13001,34024,424,112
13002,43370,470,143
13003,17392,292,57
13004,1344,144,4
13005,35168,368,116
13006,55092,492,182
13007,18262,262,60
13008,12884,284,42
13009,3202,202,10
13010,15852,252,52
13011,50890,490,168
13012,63862,562,211
13013,4648,148,15
13014,17644,244,58
13015,30374,374,100
13016,87368,668,289
13017,12516,216,41
13018,35830,430,118
13019,31628,428,104
13020,34338,438,113
13021,41266,466,136
13022,17704,304,58
13023,23154,354,76
13024,22232,332,73
13025,33068,368,109
13026,37004,404,122
13027,50926,526,168
13028,29460,360,97
13029,61756,556,204
13030,33068,368,109
13031,30976,376,102
13032,73494,594,243
13033,46028,428,152
13034,44540,440,147
13035,27656,356,91
13036,4016,116,13
13037,65362,562,216
13038,27352,352,90
13039,10464,264,34
13040,28212,312,93
13041,47566,466,157
13042,8614,214,28
13043,56020,520,185
13044,2588,188,8
13045,20972,272,69
13046,15216,216,50
13047,41230,430,136
13048,23356,256,77
13049,52698,498,174
13050,37330,430,123
13051,42782,482,141
13052,22460,260,74
13053,31298,398,103
13054,17954,254,59
13055,55722,522,184
13056,24034,334,79
13057,14912,212,49
13058,43672,472,144
13059,13454,254,44
13060,32204,404,106
13061,45124,424,149
13062,13810,310,45
13063,41838,438,138
13064,18610,310,61
13065,42112,412,139
13066,53914,514,178
13067,40630,430,134
13068,15892,292,52
13069,35166,366,116
13070,101810,710,337
13071,55142,542,182
13072,36398,398,120
13073,20454,354,67
13074,21626,326,71
13075,14948,248,49
13076,56338,538,186
13077,19470,270,64
13078,24370,370,80
13079,27652,352,91
13080,10100,200,33
13081,28558,358,94
13082,60838,538,201
13083,18240,240,60
13084,10468,268,34
13085,57194,494,189
13086,13730,230,45
13087,6782,182,22
13088,65660,560,217
13089,56312,512,186
13090,61442,542,203
13091,85842,642,284
13092,23758,358,78
13093,28574,374,94
13094,20986,286,69
13095,32476,376,107
13096,26158,358,86
13097,6724,124,22
13098,47866,466,158
13099,11680,280,38
13100,44888,488,148
13101,2502,102,8
13102,13102,202,43
13103,25240,340,83
13104,1638,138,5
13105,6840,240,22
13106,23132,332,76
13107,69592,592,230
13108,26434,334,87
13109,4936,136,16
13110,19220,320,63
13111,40612,412,134
13112,20146,346,66
13113,50298,498,166
13114,43640,440,144
13115,14008,208,46
13116,21892,292,72
13117,53324,524,176
13118,45754,454,151
13119,17620,220,58
13120,32196,396,106
13121,10384,184,34
13122,25482,282,84
13123,39434,434,130
13124,7966,166,26
13125,5884,184,19
13126,24334,334,80
13127,29776,376,98
13128,75330,630,249
13129,25568,368,84
13130,27004,304,89
13131,27052,352,89
13132,20648,248,68
13133,18992,392,62
13134,8326,226,27
13135,18570,270,61
13136,45754,454,151
13137,30342,342,100
13138,24012,312,79
13139,24648,348,81
13140,65024,524,215
13141,11680,280,38
13142,21948,348,72
13143,10098,198,33
13144,14612,212,48
13145,10736,236,35
13146,41798,398,138
13147,1624,124,5
13148,18334,334,60
13149,23996,296,79
13150,9816,216,32
13151,35744,344,118
13152,44512,412,147
13153,6430,130,21
13154,8392,292,27
13155,28236,336,93
13156,98816,716,327
13157,34272,372,113
13158,28810,310,95
13159,60848,548,201
13160,30714,414,101
13161,34868,368,115
13162,28628,428,94
13163,11678,278,38
13164,21948,348,72
13165,55704,504,184
13166,16458,258,54
13167,21272,272,70
13168,18586,286,61
13169,33700,400,111
13170,26756,356,88
13171,27096,396,89
13172,15882,282,52
13173,60214,514,199
13174,62042,542,205
13175,7320,120,24
13176,35516,416,117
13177,31898,398,105
13178,19474,274,64
13179,30926,326,102
13180,19760,260,65
13181,35772,372,118
13182,91900,700,304
13183,17630,230,58
13184,14572,172,48
13185,13656,156,45
13186,51482,482,170
13187,58990,490,195
13188,55390,490,183
13189,20980,280,69
13190,23754,354,78
13191,24892,292,82
13192,28274,374,93
13193,7344,144,24
13194,17918,218,59
13195,10720,220,35
13196,36704,404,121
13197,25162,262,83
13198,18608,308,61
13199,19186,286,63
13200,73172,572,242
13201,22798,298,75
13202,25524,324,84
13203,16576,376,54
13204,57220,520,189
13205,17366,266,57
13206,55734,534,184
13207,51162,462,169
13208,12154,154,40
13209,4934,134,16
13210,25542,342,84
13211,87358,658,289
13212,29112,312,96
13213,16780,280,55
13214,55128,528,182
13215,56300,500,186
13216,19702,202,65
13217,44558,458,147
13218,35486,386,117
13219,27606,306,91
13220,8244,144,27
13221,17694,294,58
13222,4966,166,16
13223,65078,578,215
13224,47858,458,158
13225,97294,694,322
13226,11042,242,36
13227,44854,454,148
13228,13762,262,45
13229,21322,322,70
13230,16410,210,54
13231,57836,536,191
13232,41570,470,137
13233,8964,264,29
13234,31050,450,102
13235,31284,384,103
13236,45412,412,150
13237,14344,244,47
13238,24006,306,79
13239,13756,256,45
13240,23762,362,78
13241,42794,494,141
13242,19774,274,65
13243,1652,152,5
13244,24290,290,80
13245,7598,98,25
13246,33072,372,109
13247,11066,266,36
13248,24632,332,81
13249,9596,296,31
13250,32776,376,108
13251,35792,392,118
13252,11938,238,39
13253,6770,170,22
13254,37614,414,124
13255,7700,200,25
13256,84348,648,279
13257,36698,398,121
13258,16484,284,54
13259,61730,530,204
13260,13750,250,45
13261,8608,208,28
13262,48496,496,160
13263,13716,216,45
13264,31280,380,103
13265,21660,360,71
13266,41830,430,138
13267,13818,318,45
13268,35520,420,117
13269,41530,430,137
13270,25276,376,83
13271,43292,392,143
13272,18552,252,61
13273,59308,508,196
13274,17400,300,57
13275,79824,624,264
13276,17970,270,59
13277,14630,230,48
13278,56038,538,185
13279,18862,262,62
13280,25530,330,84
13281,18620,320,61
13282,23730,330,78
13283,14024,224,46
13284,34032,432,112
13285,30608,308,101
13286,3164,164,10
13287,23430,330,77
13288,18512,212,61
13289,25274,374,83
13290,11928,228,39
13291,16132,232,53
13292,7044,144,23
13293,29172,372,96
13294,10748,248,35
13295,28878,378,95
13296,20152,352,66
13297,96982,682,321
13298,9534,234,31
13299,58414,514,193
13300,39466,466,130
13301,80738,638,267
13302,63556,556,210
13303,42716,416,141
13304,27658,358,91
13305,8974,274,29
13306,19464,264,64
13307,11304,204,37
13308,13506,306,44
13309,16176,276,53
13310,30702,402,101
13311,12232,232,40
13312,28582,382,94
13313,15012,312,49
13314,46970,470,155
13315,32480,380,107
13316,22822,322,75
13317,33670,370,111
13318,33690,390,111
13319,24256,256,80
13320,19182,282,63
13321,40658,458,134
13322,36686,386,121
13323,26698,298,88
13324,28272,372,93
13325,21610,310,71
13326,1568,68,5
13327,7418,218,24
13328,9546,246,31
13329,11338,238,37
13330,25852,352,85
13331,5604,204,18
13332,30958,358,102
13333,12850,250,42
13334,10152,252,33
13335,50340,540,166
13336,9536,236,31
13337,8610,210,28
13338,23684,284,78
13339,27642,342,91
13340,9556,256,31
13341,51824,524,171
13342,90964,664,301
13343,22830,330,75
13344,30932,332,102
13345,9750,150,32
13346,4610,110,15
13347,42162,462,139
13348,9548,248,31
13349,6494,194,21
13350,6750,150,22
13351,53294,494,176
13352,50582,482,167
13353,77704,604,257
13354,30696,396,101
13355,20738,338,68
13356,7392,192,24
13357,18286,286,60
13358,29512,412,97
13359,31248,348,103
13360,21624,324,71
13361,15260,260,50
13362,9774,174,32
13363,37038,438,122
13364,14084,284,46
13365,19258,358,63
13366,21328,328,70
13367,28842,342,95
13368,37880,380,125
13369,11004,204,36
13370,15874,274,52
13371,19450,250,64
13372,14018,218,46
13373,30378,378,100
13374,5892,192,19
13375,6412,112,21
13376,26462,362,87
13377,54816,516,181
13378,49078,478,162
13379,64166,566,212
13380,48780,480,161
13381,12782,182,42
13382,17082,282,56
13383,25486,286,84
13384,21356,356,70
13385,29710,310,98
13386,25258,358,83
13387,41242,442,136
13388,13972,172,46
13389,25832,332,85
13390,10060,160,33
13391,89772,672,297
13392,45420,420,150
13393,6142,142,20
13394,21638,338,71
13395,19474,274,64
13396,11326,226,37
13397,16214,314,53
13398,60842,542,201
13399,11952,252,39
13400,49106,506,162
13401,48452,452,160
13402,22222,322,73
13403,33068,368,109
13404,29464,364,97
13405,28866,366,95
13406,31860,360,105
13407,26722,322,88
13408,3176,176,10
13409,4280,80,14
13410,34558,358,114
13411,46384,484,153
13412,30036,336,99
13413,50538,438,167
13414,17110,310,56
13415,15902,302,52
13416,75624,624,250
13417,59300,500,196
13418,31824,324,105
13419,48516,516,160
13420,5584,184,18
13421,7320,120,24
13422,29406,306,97
13423,50560,460,167
13424,22448,248,74
13425,19484,284,64
13426,45458,458,150
13427,10730,230,35
13428,56348,548,186
13429,42148,448,139
13430,19732,232,65
13431,28550,350,94
13432,12238,238,40
13433,42768,468,141
13434,61388,488,203
13435,5564,164,18
13436,30102,402,99
13437,15242,242,50
13438,19782,282,65
13439,42124,424,139
13440,37330,430,123
13441,45470,470,150
13442,9182,182,30
13443,8360,260,27
13444,34340,440,113
13445,55102,502,182
13446,19476,276,64
13447,3440,140,11
13448,91584,684,303
13449,41582,482,137
13450,60556,556,200
13451,104228,728,345
13452,36698,398,121
13453,49084,484,162
13454,27378,378,90
13455,23122,322,76
13456,26140,340,86
13457,29134,334,96
13458,45790,490,151
13459,5252,152,17
13460,47332,532,156
13461,39740,440,131
13462,23418,318,77
13463,35188,388,116
13464,31258,358,103
13465,15842,242,52
13466,15884,284,52
13467,19512,312,64
13468,7340,140,24
13469,28272,372,93
13470,66252,552,219
13471,17642,242,58
13472,25252,352,83
13473,29178,378,96
13474,11880,180,39
13475,21910,310,72
13476,51508,508,170
13477,5274,174,17
13478,106946,746,354
13479,15816,216,52
13480,36408,408,120
13481,20044,244,66
13482,14342,242,47
13483,23140,340,76
13484,26806,406,88
13485,4926,126,16
13486,46088,488,152
13487,33392,392,110
13488,23454,354,77
13489,50306,506,166
13490,6506,206,21
13491,14996,296,49
13492,12556,256,41
13493,13802,302,45
13494,26742,342,88
13495,14972,272,49
13496,12534,234,41
13497,41722,322,138
13498,7378,178,24
13499,26136,336,86
13500,1282,82,4
13501,9798,198,32
13502,29746,346,98
13503,18532,232,61
13504,22218,318,73
13505,12802,202,42
13506,13418,218,44
13507,8322,222,27
13508,23384,284,77
13509,15522,222,51
13510,86140,640,285
13511,87372,672,289
13512,40316,416,133
13513,12234,234,40
13514,16162,262,53
13515,38488,388,127
13516,666,66,2
13517,42100,400,139
13518,67154,554,222
13519,15292,292,50
13520,16214,314,53
13521,10692,192,35
13522,40890,390,135
13523,26160,360,86
13524,26412,312,87
13525,22200,300,73
13526,32170,370,106
13527,8602,202,28
13528,14332,232,47
13529,47272,472,156
13530,31000,400,102
13531,58398,498,193
13532,37612,412,124
13533,38824,424,128
13534,87664,664,290
13535,29152,352,96
13536,18002,302,59
13537,13766,266,45
13538,30322,322,100
13539,14958,258,49
13540,42458,458,140
13541,43378,478,143
13542,34902,402,115
13543,16814,314,55
13544,14318,218,47
13545,22864,364,75
13546,35522,422,117
13547,22522,322,74
13548,48806,506,161
13549,34898,398,115
13550,18248,248,60
13551,35538,438,117
13552,16204,304,53
13553,14946,246,49
13554,20376,276,67
13555,23082,282,76
13556,30958,358,102
13557,9202,202,30
13558,20410,310,67
13559,60862,562,201
13560,15854,254,52
13561,14088,288,46
13562,8334,234,27
13563,23762,362,78
13564,12246,246,40
13565,11310,210,37
13566,24300,300,80
13567,12834,234,42
13568,55446,546,183
13569,20368,268,67
13570,34624,424,114
13571,11558,158,38
13572,27380,380,90
13573,39690,390,131
13574,10438,238,34
13575,26114,314,86
13576,26134,334,86
13577,4030,130,13
13578,44820,420,148
13579,41518,418,137
13580,60566,566,200
13581,1896,96,6
13582,56934,534,188
13583,42744,444,141
13584,14074,274,46
13585,29750,350,98
13586,27050,350,89
13587,33066,366,109
13588,9478,178,31
13589,51824,524,171
13590,34324,424,113
13591,14386,286,47
13592,65992,592,218
13593,41556,456,137
13594,25582,382,84
13595,18220,220,60
13596,26452,352,87
13597,35834,434,118
13598,18218,218,60
13599,34306,406,113
13600,21894,294,72
13601,41520,420,137
13602,57544,544,190
13603,45774,474,151
13604,7336,136,24
13605,31602,402,104
13606,18586,286,61
13607,7962,162,26
13608,46954,454,155
13609,7026,126,23
13610,26140,340,86
13611,10640,140,35
13612,38268,468,126
13613,30982,382,102
13614,18582,282,61
13615,6488,188,21
13616,25808,308,85
13617,25536,336,84
13618,36080,380,119
13619,28264,364,93
13620,23120,320,76
13621,30374,374,100
13622,26764,364,88
13623,21596,296,71
13624,38232,432,126
13625,36698,398,121
13626,27978,378,92
13627,17976,276,59
13628,45790,490,151
13629,6100,100,20
13630,15542,242,51
13631,50540,440,167
13632,26732,332,88
13633,37034,434,122
13634,15270,270,50
13635,6750,150,22
13636,48174,474,159
13637,11638,238,38
13638,8920,220,29
13639,6696,96,22
13640,13436,236,44
13641,32204,404,106
13642,35802,402,118
13643,9754,154,32
13644,10992,192,36
13645,34328,428,113
13646,48758,458,161
13647,8036,236,26
13648,44588,488,147
13649,32840,440,108
13650,20138,338,66
13651,45764,464,151
13652,26152,352,86
13653,32530,430,107
13654,13758,258,45
13655,37918,418,125
13656,22440,240,74
13657,22204,304,73
13658,15234,234,50
13659,41846,446,138
13660,23736,336,78
13661,63830,530,211
13662,97608,708,323
13663,59372,572,196
13664,92734,634,307
13665,21584,284,71
13666,42176,476,139
13667,37588,388,124
13668,28596,396,94
13669,14946,246,49
13670,50308,508,166
13671,54464,464,180
13672,10720,220,35
13673,21284,284,70
13674,17614,214,58
13675,26402,302,87
13676,29788,388,98
13677,6778,178,22
13678,27990,390,92
13679,22494,294,74
13680,23378,278,77
13681,22570,370,74
13682,16204,304,53
13683,9874,274,32
13684,12256,256,40
13685,76250,650,252
13686,10748,248,35
13687,15010,310,49
13688,27072,372,89
13689,52382,482,173
13690,10388,188,34
13691,55752,552,184
13692,21618,318,71
13693,44562,462,147
13694,18270,270,60
13695,39674,374,131
13696,47882,482,158
13697,54756,456,181
13698,70498,598,233
13699,18272,272,60
13700,68694,594,227
13701,40020,420,132
13702,11432,332,37
13703,19194,294,63
13704,54804,504,181
13705,21016,316,69
13706,23100,300,76
13707,31916,416,105
13708,11616,216,38
13709,11024,224,36
13710,33392,392,110
13711,12220,220,40
13712,65648,548,217
13713,10674,174,35
13714,36098,398,119
13715,13148,248,43
13716,28270,370,93
13717,40030,430,132
13718,48460,460,160
13719,16174,274,53
13720,31256,356,103
13721,11942,242,39
13722,107848,748,357
13723,38868,468,128
13724,8246,146,27
13725,59634,534,197
13726,18938,338,62
13727,35542,442,117
13728,55732,532,184
13729,34868,368,115
13730,8576,176,28
13731,57238,538,189
13732,5850,150,19
13733,22480,280,74
13734,17066,266,56
13735,23142,342,76
13736,21646,346,71
13737,37352,452,123
13738,29818,418,98
13739,25272,372,83
13740,5888,188,19
13741,8888,188,29
13742,51510,510,170
13743,18012,312,59
13744,32240,440,106
13745,14992,292,49
13746,43654,454,144
13747,8918,218,29
13748,34900,400,115
13749,46080,480,152
13750,21024,324,69
13751,43968,468,145
13752,80442,642,266
13753,15526,226,51
13754,32802,402,108
13755,24032,332,79
13756,24314,314,80
13757,49056,456,162
13758,23988,288,79
13759,37292,392,123
13760,4676,176,15
13761,23698,298,78
13762,57252,552,189
13763,36996,396,122
